image_id,file_path,SMILES,hydrogen_atom_count,has_aromatic_ring
US07314874-20080101-C00582,synthetic/indigo_resize/US07314874-20080101-C00582.png,N=C(N)C1=CC=CC(OC2=CC=C([N+](=O)[O-])C=C2C(=O)NC2=CC=C(C3=CC=CC=C3S(N)(=O)=O)C=C2F)=C1,20.0,1
US07319104-20080115-C00393,synthetic/indigo_resize/US07319104-20080115-C00393.png,CC(C)(OC1=CC=C(CCN(CC2=CC=C(C3=NOC(C4CC4)=N3)C=C2)C2=NOC(C3=CC=C(Cl)C(Cl)=C3)=N2)C=C1)C(=O)O,29.0,1
US07314883-20080101-C00143,synthetic/indigo_resize/US07314883-20080101-C00143.png,COC(=O)C(N)CC1=CC(Cl)=C2NN=CC2=C1,12.0,1
US07319111-20080115-C00139,synthetic/indigo_resize/US07319111-20080115-C00139.png,CC1=CC(C)=C(NS(=O)(=O)C2=CC(Cl)=CC(Cl)=C2O)C(C)=C1NCC(C)(C)CN(C)C,31.0,1
USRE039991-20080101-C00420,synthetic/indigo_resize/USRE039991-20080101-C00420.png,CC1=CC(C)=C(C(=O)NC2CC(C)(C)CC(C)(C)C2)C(O)=N1,28.0,1
US07319111-20080115-C00107,synthetic/indigo_resize/US07319111-20080115-C00107.png,CCN(CC)C1=C(C)C=C(C)C(NS(=O)(=O)C2=CC(Cl)=CC(Cl)=C2O)=C1C,24.0,1
US07319104-20080115-C00169,synthetic/indigo_resize/US07319104-20080115-C00169.png,CCC1=CC=C(CN(CCC2=CC=C(OC(C)C(=O)O)C(C)=C2)C2=NC=C(CC)C=N2)C=C1,33.0,1
US07319101-20080115-C00090,synthetic/indigo_resize/US07319101-20080115-C00090.png,COC1=CC=C(C2(C3=CC=C(OC)C=C3)OC3=CC(S(=O)(=O)C4=CC=C(C)C=C4)=CC(C(=O)O)=C3O2)C=C1,24.0,1
US07319100-20080115-C00082,synthetic/indigo_resize/US07319100-20080115-C00082.png,CCC(C1CCC1)N1C(C)=C(Cl)N=C(N2CCC3=CC(OC)=CC(Cl)=C32)C1=O,25.0,1
US07319111-20080115-C00098,synthetic/indigo_resize/US07319111-20080115-C00098.png,CC1=CC(C)=C(N2CCCC2)C(C)=C1NS(=O)(=O)C1=CC=C(C(C)C)C=C1,30.0,1
US07317038-20080108-C00026,synthetic/indigo_resize/US07317038-20080108-C00026.png,CC(=O)C1=CC2=C(OC3=CC(O)=C(O)C(C(=O)O)=C3C2=O)C(C(C)=O)=C1C1=COC2=CC(O)=C(O)C(C(=O)O)=C2C1=O,16.0,1
USRE039991-20080101-C00370,synthetic/indigo_resize/USRE039991-20080101-C00370.png,CSC1=CC=NC(C(=O)NC2CC(C)(C)CC(C)(C)C2)=C1O,26.0,1
US07319104-20080115-C00373,synthetic/indigo_resize/US07319104-20080115-C00373.png,CC(C)(OC1=CC=CC(CCCN(CC2=CC=C(C(F)(F)F)C=C2)C2=NOC(C(C)(C)C)=N2)=C1)C(=O)O,32.0,1
US07314934-20080101-C00109,synthetic/indigo_resize/US07314934-20080101-C00109.png,CS(=O)(=O)NC1=NC(C2=CC=CC=C2)=C2C=CC(=O)N(C3=CC=CC=C3)C2=N1,16.0,1
US07314871-20080101-C00099,synthetic/indigo_resize/US07314871-20080101-C00099.png,CCCC1=NC(C)=C2C(=O)NC(C3=CC(S(=O)(=O)N4CCN(CP(=O)(OC)OC)CC4)=CC=C3OCC)=NN12,35.0,1
US07314886-20080101-C00009,synthetic/indigo_resize/US07314886-20080101-C00009.png,CCC1=CC(C2=CC=C(F)C=C2)=CC2=C1NC1=C2CCOC1(CC)CCO,26.0,1
US07314693-20080101-C00752,synthetic/indigo_resize/US07314693-20080101-C00752.png,COC1=C(O)C=CC2=C1OCO2,8.0,1
US07314934-20080101-C00158,synthetic/indigo_resize/US07314934-20080101-C00158.png,CC1=CC(F)=CC=C1C1=NC(N[C@H](C)CO)=NC2=C1C=CC(=O)N2C1=CC=CC=C1F,20.0,1
US07317010-20080108-C00056,synthetic/indigo_resize/US07317010-20080108-C00056.png,CC1=CC(C)=CC(C2=C(CCNC(=N)N3CCC(C4=CC=NC=C4)C3)C3=C(N2)SC(C(C)(C)C(=O)N2C4CCC2CC4)=C3)=C1,44.0,1
US07314936-20080101-C01204,synthetic/indigo_resize/US07314936-20080101-C01204.png,C#CCN(C)C(=O)C1=CC=C2C=C(C3=CC=NC4=C3N=C(C)N4)NC2=C1,17.0,1
US07314936-20080101-C01215,synthetic/indigo_resize/US07314936-20080101-C01215.png,CC[C@@H](C)NC(=O)C1=CC=C2C=C(C3=CC=NC4=C3N=C(C)N4)NC2=C1,21.0,1
US07321040-20080122-C00084,synthetic/indigo_resize/US07321040-20080122-C00084.png,CC(C)C1=NN=C2C=CC(SC3=CC=CC=C3CNC(=O)NC3=NOC(C(C)(C)C)=C3)=CN12,28.0,1
US07314693-20080101-C00399,synthetic/indigo_resize/US07314693-20080101-C00399.png,C/C=C\CC1=CC(O)=CC=C1O,12.0,1
US07319109-20080115-C00047,synthetic/indigo_resize/US07319109-20080115-C00047.png,COC(=O)C1=CC=C(CN(C)C2=CC=C(OCC3=C(C(C)C)ON=C3C3=CC=CC=C3OC(F)(F)F)C=C2C)O1,29.0,1
USRE039991-20080101-C00258,synthetic/indigo_resize/USRE039991-20080101-C00258.png,COC1=CC=NC(C(=O)NCCCCCCCCCCC(=O)OC2=CC=CC(NC(C)=O)=C2)=C1O,35.0,1
US07317012-20080108-C00010,synthetic/indigo_resize/US07317012-20080108-C00010.png,O=C1C=C(C2=CC=C(Cl)C=C2)C(O)=NN1CC1=CC=CC=C1,13.0,1
US07314871-20080101-C00397,synthetic/indigo_resize/US07314871-20080101-C00397.png,CCCC1=NC(C)=C2C(=O)NC(C3=CC(S(=O)(=O)NC4=CC=C(OCC(=O)OC(C)(C)C)C(OC)=C4)=CC=C3OCC)=NN12,37.0,1
US07321033-20080122-C00071,synthetic/indigo_resize/US07321033-20080122-C00071.png,CC(C)[C@H](N)C(=O)OC[C@H]1O[C@@H](N2C(=O)SC3=C(O)N=C(N)N=C32)[C@@H]2OC(=O)O[C@H]12,19.0,1
US07319104-20080115-C00216,synthetic/indigo_resize/US07319104-20080115-C00216.png,COC1=CC=C(C2=CC=C(N(CCC3=CC=C(OC(C)(C)C(=O)O)C=C3)CC3=CC=C(C(F)(F)F)C=C3)N=C2)C=C1,31.0,1
US07314940-20080101-C00272,synthetic/indigo_resize/US07314940-20080101-C00272.png,FC1=CC=C(C2=C(C3=CC=NC(NC4CCC4)=N3)N3C(=N2)CC[C@H]3CNC2=CC=CC=N2)C=C1,26.0,1
US07320977-20080122-C00141,synthetic/indigo_resize/US07320977-20080122-C00141.png,CC[NH+]1CCN(C2=C(OC3=CC=C(C4=CC=CC=C4)C=C3)C(=O)N(C3=CC=C(Cl)C=C3)N=C2)CC1.[Cl-],28.0,1
US07319111-20080115-C00172,synthetic/indigo_resize/US07319111-20080115-C00172.png,CC1=CC(C)=C(N2CCCC2)C(C)=C1NC(=O)NC1=CC=CC=C1C1=CC=CC=C1,29.0,1
US07314937-20080101-C00339,synthetic/indigo_resize/US07314937-20080101-C00339.png,CCN(CC)CCCOC1=CC=C([C@H](C)NC(=O)CN(C)C)C=C1,33.0,1
US07314934-20080101-C00129,synthetic/indigo_resize/US07314934-20080101-C00129.png,CSC1=NC(C2=CC=C(F)C=C2C)=C2CCC(=O)N(C3=C(F)C=CC=C3F)C2=N1,16.0,1
US07314933-20080101-C00029,synthetic/indigo_resize/US07314933-20080101-C00029.png,FC(F)(F)C1=CC=C(NC2=CC(C3=CC=C4N=CC=CC4=C3)=NC=N2)C=C1,13.0,1
US07321040-20080122-C00100,synthetic/indigo_resize/US07321040-20080122-C00100.png,CC(C)C1=NN=C2C=CC(SC3=CC=CC=C3/C=C/C(=O)O)=CN12,17.0,1
US07319104-20080115-C00047,synthetic/indigo_resize/US07319104-20080115-C00047.png,CC(C)(OC1=CC=C(CCN(CC2=CC=C(C(F)(F)F)C=C2)C2=NC=CC=N2)C=C1)C(=O)O,24.0,1
US07314883-20080101-C00462,synthetic/indigo_resize/US07314883-20080101-C00462.png,CCC1=CC(CC(NC(=O)N2CCC(N3CC4=CC=CC=C4NC3=O)CC2)C(=O)N2CCC3=C(C=NN3)C2)=CC2=C1NN=C2,37.0,1
US07314889-20080101-C00095,synthetic/indigo_resize/US07314889-20080101-C00095.png,CCO[C@@H](CC1=CC=C(NCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(=O)O,25.0,1
US07314887-20080101-C00087,synthetic/indigo_resize/US07314887-20080101-C00087.png,CSC1=CC=C(N2C(=O)/C(=N\NC3=CC=CC(C4=CC=CC(C(=O)O)=C4)=C3O)C3=CC=CC=C32)C=C1,21.0,1
US07314883-20080101-C00448,synthetic/indigo_resize/US07314883-20080101-C00448.png,CC1=CC(CC(NC(=O)N2CCC(N3CC4=CC=CC(Cl)=C4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)=CC2=C1NN=C2,45.0,1
US07317022-20080108-C00040,synthetic/indigo_resize/US07317022-20080108-C00040.png,CC(=O)N1CCN(C[C@H](O)CN2C3CCC2CC(NC(=O)N2C(=O)N(C(C)C)C4=CC=CC=C42)C3)CC1,40.0,1
US07319111-20080115-C00166,synthetic/indigo_resize/US07319111-20080115-C00166.png,CC1=CC(C)=C(N2CCCC2)C(C)=C1NS(=O)(=O)C1=CC=CC=C1CN,27.0,1
US07319108-20080115-C00130,synthetic/indigo_resize/US07319108-20080115-C00130.png,O=C1CCCN1CCCNC1CCN(C2=CC=C(C3=NN=C(CSCCOC4=CC=CC=C4)O3)C=C2)C1,35.0,1
USRE039991-20080101-C00293,synthetic/indigo_resize/USRE039991-20080101-C00293.png,COC1=CC=NC(C(=O)N[C@H]2COC(=O)[C@H](CC3=CC=CC=C3)[C@@H](OC(=O)NC(C)(C)C)[C@H](C)OC2=O)=C1O,33.0,1
US07317032-20080108-C00159,synthetic/indigo_resize/US07317032-20080108-C00159.png,CCCCCC1=CC=C(S(=O)(=O)NCCC2=C(C3=CC=C(OC)C=C3)NC(C3=CC=CN=C3)=N2)C=C1,32.0,1
US07319108-20080115-C00012,synthetic/indigo_resize/US07319108-20080115-C00012.png,CN(C)C1CCN(C2=CC=C(C3=NN=C(C4=CC=C(OC5=CC=CC=C5)C=C4)O3)C=C2)C1,26.0,1
USRE039991-20080101-C00163,synthetic/indigo_resize/USRE039991-20080101-C00163.png,COC1=CC=NC(C(=O)N[C@H]2CC[C@H](OC3=CC=C(C(F)(F)F)C=C3)CC2)=C1O,21.0,1
US07314871-20080101-C00287,synthetic/indigo_resize/US07314871-20080101-C00287.png,CCCC1=NC(CC)=C2C(=O)NC(C3=CC(S(=O)(=O)NC4=CC=CC(CN(CC)CCO)=C4)=CC=C3OCC)=NN12,38.0,1
US07317033-20080108-C00019,synthetic/indigo_resize/US07317033-20080108-C00019.png,CC1=CSC=C1NC1=N[C@@H]2CCCCC2N1,17.0,1
US07314883-20080101-C00173,synthetic/indigo_resize/US07314883-20080101-C00173.png,COC(=O)[C@@H](CC1=CC=C2NN=NC2=C1)NC(=O)OCC1=CC=CC=C1,18.0,1
US07314889-20080101-C00102,synthetic/indigo_resize/US07314889-20080101-C00102.png,CCOC(=O)C(CC1=CC=C(NC(=O)/C=C/C2=CC=C(OS(C)(=O)=O)C=C2)C=C1)OCC,27.0,1
US07319101-20080115-C00046,synthetic/indigo_resize/US07319101-20080115-C00046.png,O=C(O)C1=CC(C2=NC=CS2)=CC2=C1OC(C1=CC=CC=C1)(C1=CC=CC=C1)O2,15.0,1
US07317028-20080108-C00581,synthetic/indigo_resize/US07317028-20080108-C00581.png,CC(NCC(=O)NC1=CC=C(C(=O)NC2=CC=CC=C2N)C=C1)C1=CC=CN=C1,23.0,1
US07319108-20080115-C00128,synthetic/indigo_resize/US07319108-20080115-C00128.png,CN1CCN(C2CCN(C3=CC=C(C4=NN=C(CSCCOC5=CC=CC=C5)O4)C=C3)C2)CC1,33.0,1
US07314934-20080101-C00135,synthetic/indigo_resize/US07314934-20080101-C00135.png,CSC1=NC(C2=CC=C(F)C=C2C)=C2C=CC(=O)N(C3=CC=CC=C3C)C2=N1,18.0,1
US07314885-20080101-C00051,synthetic/indigo_resize/US07314885-20080101-C00051.png,O=C(C1=CC(N2N=NN=C2C2=CC=CC(F)=C2F)=CN1)N1CC=CC1,12.0,1
US07319104-20080115-C00078,synthetic/indigo_resize/US07319104-20080115-C00078.png,CCC1=CN=C(N(CCC2=CC=C(OC(C)(C)C(=O)O)C=C2)CC2=CC=C(Cl)C(Cl)=C2)N=C1,27.0,1
US07317033-20080108-C00061,synthetic/indigo_resize/US07317033-20080108-C00061.png,CC1=CSC(Cl)=C1/N=C(\N)NC1CCCCC12OCCO2,20.0,1
US07314887-20080101-C00142,synthetic/indigo_resize/US07314887-20080101-C00142.png,CCC1=CC=C2/C(=N/NC3=CC=CC(C4=CC=CC(C(=O)O)=C4)=C3O)C(=O)N(C3=CC=C(C)C(C)=C3)C2=C1,27.0,1
US07319111-20080115-C00020,synthetic/indigo_resize/US07319111-20080115-C00020.png,CC(=O)NC1=C(C)C=C(C)C(N2CCCC2)=C1C,22.0,1
US07314937-20080101-C00249,synthetic/indigo_resize/US07314937-20080101-C00249.png,CCN1CC(NCC2=CC=C(OCCCN3CCCCC3)C=C2)CN1CC,38.0,1
US07319109-20080115-C00108,synthetic/indigo_resize/US07319109-20080115-C00108.png,CC(C)C1=C(COC2=CC=C(CSC3=CC=C(C(=O)O)C=C3)C(Cl)=C2)C(C2=C(Cl)C=CC=C2Cl)=NO1,22.0,1
USRE039991-20080101-C00376,synthetic/indigo_resize/USRE039991-20080101-C00376.png,O=C(NCC1=CC=CC=N1)C1=NC(Br)=CC=C1O,10.0,1
US07314883-20080101-C00505,synthetic/indigo_resize/US07314883-20080101-C00505.png,COC(=O)[C@@H](CC1=CC(Br)=C2NC(=O)OC2=C1)NC(=O)OCC1=CC=CC=C1,17.0,1
US07314879-20080101-C00132,synthetic/indigo_resize/US07314879-20080101-C00132.png,O=C(NC(CC1=CC=C(Cl)C=C1)C(=O)O)C1=CC2=CC=CC=C2C=N1,15.0,1
US07319108-20080115-C00079,synthetic/indigo_resize/US07319108-20080115-C00079.png,CN(C)C1CCN(C2=CC=C(C3=NN=C(/C=C/C4=CC=CC(OC(F)(F)F)=C4)O3)C=C2)C1,23.0,1
USRE039991-20080101-C00477,synthetic/indigo_resize/USRE039991-20080101-C00477.png,COC(=O)C(COC(=O)COCC1=CC=CC=C1)NC(=O)C1=NC=CC(OC)=C1OC(C)=O,24.0,1
US07314871-20080101-C00341,synthetic/indigo_resize/US07314871-20080101-C00341.png,CCCC1=NC(C)=C2C(=O)NC(C3=CC(S(=O)(=O)N4CCN(C5=CC=CC=C5OC)CC4)=CC=C3OCC)=NN12,34.0,1
US07319108-20080115-C00077,synthetic/indigo_resize/US07319108-20080115-C00077.png,CN(C)C1CCN(C2=CC=C(C3=NN=C(C4=CC=C(COC5=CC=CC=C5Cl)O4)O3)C=C2)C1,25.0,1
US07319108-20080115-C00087,synthetic/indigo_resize/US07319108-20080115-C00087.png,CN(C)C1CCN(C2=CC=C(C3=NN=C(/C=C/C4=CC=C(OCC5=CC=CC=C5)C=C4)O3)C=C2)C1,30.0,1
US07319104-20080115-C00275,synthetic/indigo_resize/US07319104-20080115-C00275.png,CC(C)(OC1=CC=C(CCCN(CC2=CC=C(OC(F)(F)F)C=C2)C2=CC=C(C(F)(F)F)C=N2)C=C1)C(=O)O,26.0,1
US07317032-20080108-C00155,synthetic/indigo_resize/US07317032-20080108-C00155.png,CCCCCC1=CC=C(S(=O)(=O)NCCC2=C(C3=CC=C(OC)C=C3)NC(C3=CC=CC([N+](=O)[O-])=C3)=N2)C=C1,32.0,1
US07317025-20080108-C00061,synthetic/indigo_resize/US07317025-20080108-C00061.png,CC(=O)N1CCC2=CC=C(N(C(=O)/C=C/C3=CC=C(Cl)C=C3)C3CCN(CCC4CCCC4)CC3)C=C21,38.0,1
US07314934-20080101-C00117,synthetic/indigo_resize/US07314934-20080101-C00117.png,COC1=NC(C2=CC=CC=C2F)=C2C=CC(=O)N(C3=CC=CC=C3Cl)C2=N1,13.0,1
US07314889-20080101-C00091,synthetic/indigo_resize/US07314889-20080101-C00091.png,CCOC(CC1=CC=CC(NCCCC2=CC=C(OS(C)(=O)=O)C=C2)=C1)C(=O)O,27.0,1
US07314874-20080101-C00514,synthetic/indigo_resize/US07314874-20080101-C00514.png,CN1CCN=C1C1=CC=C(C(=O)NC2=C(C(=O)NC3=CC=C(Cl)C=N3)SC=C2)C=C1,18.0,1
US07317032-20080108-C00132,synthetic/indigo_resize/US07317032-20080108-C00132.png,COC1=CC=C(C2=C(CCNS(=O)(=O)N(C)[C@H]3CCN(CC4=CC=CC=C4)C3)N=C(C3=CC=CC=C3)N2)C=C1,35.0,1
US07319104-20080115-C00226,synthetic/indigo_resize/US07319104-20080115-C00226.png,CC(C)(OC1=CC=C(CCN(CC2=CC=C(C(F)(F)F)C=C2)C2=CC=C(C3=CSC=C3)C=N2)C=C1)C(=O)O,27.0,1
US07320972-20080122-C00092,synthetic/indigo_resize/US07320972-20080122-C00092.png,O=C1[C@H](CC[C@H](O)C2=CC=C(F)C=C2)[C@@H](C2=CC=C(C3=CC=CC(O)=C3)C=C2O)N1C1=CC=CC=C1,26.0,1
US07314872-20080101-C00031,synthetic/indigo_resize/US07314872-20080101-C00031.png,C[C@@H](CNC1=CC=C(OC(F)(F)F)C=C1)NC(=O)[C@@H](CC(=O)N1CCOCC1)CC1CCCCC1,36.0,1
US07323608-20080129-C00056,synthetic/indigo_resize/US07323608-20080129-C00056.png,COC1=CC=CC(SC2=CC=CC=C2C(C)C)=C1,18.0,1
US07323447-20080129-C00278,synthetic/indigo_resize/US07323447-20080129-C00278.png,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](OC2=NC=CC3=CC=CC=C23)CN1C(=O)[C@@H](OC(=O)NCC)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,41.0,1
US07314883-20080101-C00512,synthetic/indigo_resize/US07314883-20080101-C00512.png,COC(=O)[C@H](N)CC1=CC(I)=C2NC(=O)OC2=C1,11.0,1
US07317124-20080108-C00025,synthetic/indigo_resize/US07317124-20080108-C00025.png,COC(=O)C1=CC(N)=CC(S(F)(F)(F)(F)F)=C1,8.0,1
US07323448-20080129-C00072,synthetic/indigo_resize/US07323448-20080129-C00072.png,CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N1CCC(CC2=CC=CC=C2)CC1)C(C)(C)C,41.0,1
US07314887-20080101-C00056,synthetic/indigo_resize/US07314887-20080101-C00056.png,CCCCC1=CC=C(N2C(=O)/C(=N\NC3=CC=CC(C4=CC=CC(C(=O)O)=C4)=C3O)C3=CC=CC=C32)C=C1,27.0,1
USRE039991-20080101-C00336,synthetic/indigo_resize/USRE039991-20080101-C00336.png,COC1=CC=NC(C(=O)NC2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)=C1O,15.0,1
US07319109-20080115-C00099,synthetic/indigo_resize/US07319109-20080115-C00099.png,CC1=CC(OCC2=C(C(C)C)ON=C2C2=CC=CC=C2OC(F)(F)F)=CC=C1N(C)S(=O)(=O)C1=CC=CC(C(=O)O)=C1,27.0,1
US07317125-20080108-C00093,synthetic/indigo_resize/US07317125-20080108-C00093.png,CCC(C)C1=CC=CC=C1OCC(=O)N(NC(=O)C1=CC=CC=C1)C(C)C,28.0,1
US07319101-20080115-C00095,synthetic/indigo_resize/US07319101-20080115-C00095.png,CC1=CC=C(C(=O)C2=CC(O)=C(O)C(C(=O)O)=C2)C=C1,12.0,1
US07314693-20080101-C00423,synthetic/indigo_resize/US07314693-20080101-C00423.png,CC(C)=CCC=C(C)C1=CC(O)=C(C)C=C1O,20.0,1
US07314934-20080101-C00173,synthetic/indigo_resize/US07314934-20080101-C00173.png,CC1=CC(F)=CC=C1C1=NC(NCCN)=NC2=C1C=CC(=O)N2C1=C(F)C=CC=C1F,18.0,1
US07317033-20080108-C00080,synthetic/indigo_resize/US07317033-20080108-C00080.png,ClC1=CSC=C1NC1=N[C@@H]2CCCC[C@@H]2N1,14.0,1
US07321040-20080122-C00024,synthetic/indigo_resize/US07321040-20080122-C00024.png,CC(C)C1=NN=C2C=CC(SC3=CC=CC=C3)=CN12,15.0,1
US07320972-20080122-C00098,synthetic/indigo_resize/US07320972-20080122-C00098.png,O=C1[C@H](CC[C@H](O)C2=CC=C(F)C=C2)[C@@H](C2=CC=C(Br)S2)N1C1=CC=CC=C1,19.0,1
US07314883-20080101-C00453,synthetic/indigo_resize/US07314883-20080101-C00453.png,CC(C)(C)OC(=O)NC1=C(F)C=CC=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1,30.0,1
US07314693-20080101-C00705,synthetic/indigo_resize/US07314693-20080101-C00705.png,COC1=CCC2=C(O)C=CC(O)=C2C1,12.0,1
US07317025-20080108-C00030,synthetic/indigo_resize/US07317025-20080108-C00030.png,CC(=O)N1CCC2=CC=C(N(C(=O)/C=C/C3=CSC=C3)C3CCN(CC4=CC=CC=C4)CC3)C=C21,31.0,1
US07314874-20080101-C00397,synthetic/indigo_resize/US07314874-20080101-C00397.png,COC1=CC=C(NC(=O)C2=CC=C(C(=N)N3CCCCC3)C=C2)C(C(=O)NC2=CC=C(Br)C=N2)=C1,26.0,1
US07323447-20080129-C00284,synthetic/indigo_resize/US07323447-20080129-C00284.png,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](OC2=NC=CC3=CC=CC=C23)CN1C(=O)[C@@H](OC(=O)NC1=CC=C(OC)C=C1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,43.0,1
US07319109-20080115-C00057,synthetic/indigo_resize/US07319109-20080115-C00057.png,CC(C)C1=C(COC2=CC=C(N(C)C(=O)C3=CC=C(C(=O)O)C=C3)C(Cl)=C2)C(C2=C(Cl)C=CC=C2Cl)=NO1,23.0,1
US07320977-20080122-C00081,synthetic/indigo_resize/US07320977-20080122-C00081.png,CC(=O)N1CCN(C2=C(OC3=CC=C(Br)C=C3)C(=O)N(C3=CC=C(Cl)C=C3)N=C2)CC1,20.0,1
USRE039991-20080101-C00508,synthetic/indigo_resize/USRE039991-20080101-C00508.png,COC1=CC=NC(C(=O)N[C@H]2COC(=O)[C@H](CC3=CC=CC=C3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)=C1OC(=O)CC(C)CC(C)(C)C,46.0,1
US07314872-20080101-C00107,synthetic/indigo_resize/US07314872-20080101-C00107.png,C[C@@H](CN1C2=CC=C(F)C=C2CC1(C)C)NC(=O)O[C@@H](CC1CCCCC1)C(=O)N1CCOCC1,40.0,1
US07314885-20080101-C00021,synthetic/indigo_resize/US07314885-20080101-C00021.png,O=C(NCC1CCCC1)C1=CC(C2=CON=C2C2=CC=CC(F)=C2F)=CN1,19.0,1
US07314693-20080101-C00640,synthetic/indigo_resize/US07314693-20080101-C00640.png,CC1=C(O)C(CCC2=CC=C3CCC(C)(C)OC3=C2C)=C(C)C2=C1CCC(C)(C)O2,36.0,1
US07314937-20080101-C00344,synthetic/indigo_resize/US07314937-20080101-C00344.png,C1=CC=C(OCCCN2CCCCC2)C(CNCCCN2CCCC2)=C1,37.0,1
USRE039991-20080101-C00567,synthetic/indigo_resize/USRE039991-20080101-C00567.png,CCOC(=O)OC1=C(OC)C=CN=C1C(=O)N[C@H]1COC(=O)[C@H](CC2=CC=CC=C2)[C@@H](OC(=O)C(C)C)[C@H](C)OC1=O,34.0,1
US07314883-20080101-C00275,synthetic/indigo_resize/US07314883-20080101-C00275.png,O=C(C[C@H](NCC1=CC=CC=N1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2CC3=CC=CC=C3NC2=O)CC1,45.0,1
US07319109-20080115-C00079,synthetic/indigo_resize/US07319109-20080115-C00079.png,COC(=O)C1=CC=C(S(=O)(=O)NC2=CC=C(OCC3=C(C(C)C)ON=C3C3=C(Cl)C=CC=C3Cl)C=C2Cl)C=C1,23.0,1
US07319104-20080115-C00325,synthetic/indigo_resize/US07319104-20080115-C00325.png,CC(C)(OC1=CC=C(CCN(CC2=CC=C(C(F)(F)F)C=C2)C2=NOC(COC3=CC=CC=C3)=N2)C=C1)C(=O)O,28.0,1
US07320977-20080122-C00107,synthetic/indigo_resize/US07320977-20080122-C00107.png,CC(C)(C)OC(=O)N1CCN(C2=C(OC3=CC=C(C4=CC=CC=C4)C=C3)C(=O)N(C3=CC=C(Cl)C=C3)N=C2)CC1,31.0,1
US07314883-20080101-C00217,synthetic/indigo_resize/US07314883-20080101-C00217.png,O=CC1=CC=C(OCC2=CC=CC=C2)N=C1,11.0,1
US07314887-20080101-C00124,synthetic/indigo_resize/US07314887-20080101-C00124.png,CC(C)C1=CC=C(N2C(=O)/C(=N\NC3=CC=CC(C4=CC=C(F)C(C(=O)O)=C4)=C3O)C3=CC=C(C#N)C=C32)C=C1,23.0,1
US07314883-20080101-C00558,synthetic/indigo_resize/US07314883-20080101-C00558.png,CC1=CC(CC(NC(=O)N2CCC(N3CC4=CC=CC=C4NC3=O)CC2)C(=O)OC(C)(C)C)=CC2=C1NN=C2,36.0,1
US07319104-20080115-C00082,synthetic/indigo_resize/US07319104-20080115-C00082.png,CCC1=CN=C(N(CCC2=CC=C(OC(C)(C)C(=O)O)C=C2)CC2=CC=CC=C2OC(F)(F)F)N=C1,28.0,1
US07319104-20080115-C00198,synthetic/indigo_resize/US07319104-20080115-C00198.png,CC(C)(OC1=CC=C(CCN(CC2=CC=C(C(F)(F)F)C=C2)C2=CC=CC=N2)C=C1)C(=O)O,25.0,1
US07314778-20080101-C00019,synthetic/indigo_resize/US07314778-20080101-C00019.png,CSC1=CC(C)=C(N)C(SC)=C1N,14.0,1
US07314887-20080101-C00070,synthetic/indigo_resize/US07314887-20080101-C00070.png,O=C(O)C1=CC=CC(C2=CC=CC(N/N=C3\C(=O)N(C4=CC=C(C(O)C(F)(F)F)C=C4)C4=CC=CC=C34)=C2O)=C1,20.0,1
US07314883-20080101-C00562,synthetic/indigo_resize/US07314883-20080101-C00562.png,CC1=CC(CC(NC(=O)N2CCC(N3CC4=CC=CC=C4NC3=O)CC2)C(=O)OC2CCN(C(=O)OC(C)(C)C)CC2)=CC2=C1NN=C2,45.0,1
US07314939-20080101-C00039,synthetic/indigo_resize/US07314939-20080101-C00039.png,COC1=CC=CC=C1C1=NC2=CC=CC=C2C(NC2=CC=NC=C2)=C1F,16.0,1
US07314874-20080101-C00382,synthetic/indigo_resize/US07314874-20080101-C00382.png,COC1=CC=C(NC(=O)C2=CC=C(C3=NCCN3C)C=C2)C(C(=O)NC2=CC=C(Cl)C=N2)=C1,22.0,1
US07314938-20080101-C00129,synthetic/indigo_resize/US07314938-20080101-C00129.png,CS(=O)(=O)C1=CC=CC(C[C@H](NC(=O)C2=C(Cl)C=CC=C2Cl)C(=O)O)=C1,15.0,1
USRE039991-20080101-C00515,synthetic/indigo_resize/USRE039991-20080101-C00515.png,COC1=CC=NC(C(=O)N[C@H]2COC(=O)[C@H](CC3=CC=CC=C3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)=C1OC(=O)C(C)Br,33.0,1
US07314693-20080101-C00622,synthetic/indigo_resize/US07314693-20080101-C00622.png,CC1=CC=C(C2=CC(O)=C(C3=CC=C(C)C=C3)C=C2O)C=C1,18.0,1
US07323448-20080129-C00088,synthetic/indigo_resize/US07323448-20080129-C00088.png,CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)SCC1=CC=CC=C1,35.0,1
